# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 53.479, -2.245 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "53.4794892", "lon": "-2.2451148", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-04-19 21:00,2019-04-19 22:00,0,0,0,9.185
2019-04-19 22:00,2019-04-19 23:00,0,0,0,8.449
2019-04-19 23:00,2019-04-20 00:00,0,0,0,7.731
2019-04-20 00:00,2019-04-20 01:00,0,0,0,7.098
2019-04-20 01:00,2019-04-20 02:00,0,0,0,6.683
2019-04-20 02:00,2019-04-20 03:00,0,0,0,6.425
2019-04-20 03:00,2019-04-20 04:00,0,0,0,6.210
2019-04-20 04:00,2019-04-20 05:00,0,0,0,5.935
2019-04-20 05:00,2019-04-20 06:00,0.009,0,0.019,6.007
2019-04-20 06:00,2019-04-20 07:00,0.098,0.057,0.062,7.931
2019-04-20 07:00,2019-04-20 08:00,0.272,0.232,0.076,9.662
2019-04-20 08:00,2019-04-20 09:00,0.446,0.431,0.083,11.513
2019-04-20 09:00,2019-04-20 10:00,0.574,0.598,0.091,14.500
2019-04-20 10:00,2019-04-20 11:00,0.664,0.732,0.095,16.864
2019-04-20 11:00,2019-04-20 12:00,0.710,0.806,0.098,17.897
2019-04-20 12:00,2019-04-20 13:00,0.714,0.814,0.099,18.560
2019-04-20 13:00,2019-04-20 14:00,0.673,0.754,0.099,18.946
2019-04-20 14:00,2019-04-20 15:00,0.590,0.634,0.096,19.049
2019-04-20 15:00,2019-04-20 16:00,0.467,0.472,0.091,18.937
2019-04-20 16:00,2019-04-20 17:00,0.307,0.279,0.084,18.641
2019-04-20 17:00,2019-04-20 18:00,0.138,0.096,0.072,17.592
2019-04-20 18:00,2019-04-20 19:00,0.023,0,0.038,14.878
2019-04-20 19:00,2019-04-20 20:00,0,0,0.001,12.601
2019-04-20 20:00,2019-04-20 21:00,0,0,0,11.087
2019-04-20 21:00,2019-04-20 22:00,0,0,0,9.920
2019-04-20 22:00,2019-04-20 23:00,0,0,0,9.074
2019-04-20 23:00,2019-04-21 00:00,0,0,0,8.374
2019-04-21 00:00,2019-04-21 01:00,0,0,0,7.744
2019-04-21 01:00,2019-04-21 02:00,0,0,0,7.171
2019-04-21 02:00,2019-04-21 03:00,0,0,0,6.671
2019-04-21 03:00,2019-04-21 04:00,0,0,0,6.209
2019-04-21 04:00,2019-04-21 05:00,0,0,0,5.758
2019-04-21 05:00,2019-04-21 06:00,0.010,0,0.020,5.986
2019-04-21 06:00,2019-04-21 07:00,0.102,0.064,0.059,8.399
2019-04-21 07:00,2019-04-21 08:00,0.278,0.244,0.071,10.211
2019-04-21 08:00,2019-04-21 09:00,0.453,0.447,0.078,12.222
2019-04-21 09:00,2019-04-21 10:00,0.588,0.629,0.082,15.163
2019-04-21 10:00,2019-04-21 11:00,0.681,0.767,0.086,16.951
2019-04-21 11:00,2019-04-21 12:00,0.730,0.845,0.088,17.710
2019-04-21 12:00,2019-04-21 13:00,0.737,0.860,0.088,18.230
2019-04-21 13:00,2019-04-21 14:00,0.698,0.802,0.086,18.527
2019-04-21 14:00,2019-04-21 15:00,0.616,0.682,0.084,18.599
2019-04-21 15:00,2019-04-21 16:00,0.489,0.511,0.079,18.502
2019-04-21 16:00,2019-04-21 17:00,0.325,0.309,0.074,17.926
2019-04-21 17:00,2019-04-21 18:00,0.147,0.113,0.065,16.669
2019-04-21 18:00,2019-04-21 19:00,0.023,0,0.038,13.828
2019-04-21 19:00,2019-04-21 20:00,0,0,0.001,11.426
2019-04-21 20:00,2019-04-21 21:00,0,0,0,10.492
2019-04-21 21:00,2019-04-21 22:00,0,0,0,9.748
2019-04-21 22:00,2019-04-21 23:00,0,0,0,9.048
2019-04-21 23:00,2019-04-22 00:00,0,0,0,8.374
2019-04-22 00:00,2019-04-22 01:00,0,0,0,7.694
2019-04-22 01:00,2019-04-22 02:00,0,0,0,7.055
2019-04-22 02:00,2019-04-22 03:00,0,0,0,6.478
2019-04-22 03:00,2019-04-22 04:00,0,0,0,5.877
2019-04-22 04:00,2019-04-22 05:00,0,0,0,5.256
2019-04-22 05:00,2019-04-22 06:00,0.013,0,0.024,5.325
2019-04-22 06:00,2019-04-22 07:00,0.106,0.060,0.066,6.873
2019-04-22 07:00,2019-04-22 08:00,0.280,0.234,0.080,8.729
2019-04-22 08:00,2019-04-22 09:00,0.454,0.435,0.087,11.255
2019-04-22 09:00,2019-04-22 10:00,0.581,0.600,0.096,14.163
2019-04-22 10:00,2019-04-22 11:00,0.669,0.729,0.102,16.020
2019-04-22 11:00,2019-04-22 12:00,0.713,0.796,0.107,17.107
2019-04-22 12:00,2019-04-22 13:00,0.687,0.744,0.124,17.824
2019-04-22 13:00,2019-04-22 14:00,0.596,0.583,0.152,18.147
2019-04-22 14:00,2019-04-22 15:00,0.475,0.399,0.170,18.123
2019-04-22 15:00,2019-04-22 16:00,0.383,0.300,0.152,17.869
2019-04-22 16:00,2019-04-22 17:00,0.245,0.155,0.132,17.122
2019-04-22 17:00,2019-04-22 18:00,0.121,0.054,0.094,15.782
2019-04-22 18:00,2019-04-22 19:00,0.026,0,0.042,13.765
2019-04-22 19:00,2019-04-22 20:00,0,0,0.001,11.980
2019-04-22 20:00,2019-04-22 21:00,0,0,0,10.980
2019-04-22 21:00,2019-04-22 22:00,0,0,0,10.303
2019-04-22 22:00,2019-04-22 23:00,0,0,0,9.738
2019-04-22 23:00,2019-04-23 00:00,0,0,0,9.229
2019-04-23 00:00,2019-04-23 01:00,0,0,0,8.865
2019-04-23 01:00,2019-04-23 02:00,0,0,0,8.431
2019-04-23 02:00,2019-04-23 03:00,0,0,0,8.063
2019-04-23 03:00,2019-04-23 04:00,0,0,0,7.752
2019-04-23 04:00,2019-04-23 05:00,0,0,0,7.444
2019-04-23 05:00,2019-04-23 06:00,0.011,0,0.023,7.723
2019-04-23 06:00,2019-04-23 07:00,0.080,0.019,0.080,8.653
2019-04-23 07:00,2019-04-23 08:00,0.207,0.109,0.128,10.114
2019-04-23 08:00,2019-04-23 09:00,0.372,0.286,0.140,12.109
2019-04-23 09:00,2019-04-23 10:00,0.535,0.505,0.130,13.820
2019-04-23 10:00,2019-04-23 11:00,0.630,0.638,0.131,15.134
2019-04-23 11:00,2019-04-23 12:00,0.670,0.695,0.138,16.130
2019-04-23 12:00,2019-04-23 13:00,0.679,0.713,0.137,16.756
2019-04-23 13:00,2019-04-23 14:00,0.632,0.640,0.140,16.916
2019-04-23 14:00,2019-04-23 15:00,0.546,0.518,0.142,16.628
2019-04-23 15:00,2019-04-23 16:00,0.403,0.324,0.149,15.946
2019-04-23 16:00,2019-04-23 17:00,0.246,0.145,0.141,14.876
2019-04-23 17:00,2019-04-23 18:00,0.108,0.032,0.101,13.391
2019-04-23 18:00,2019-04-23 19:00,0.024,0,0.038,11.615
2019-04-23 19:00,2019-04-23 20:00,0,0,0.002,9.983
2019-04-23 20:00,2019-04-23 21:00,0,0,0,9.021
2019-04-23 21:00,2019-04-23 22:00,0,0,0,8.069
2019-04-23 22:00,2019-04-23 23:00,0,0,0,7.307
2019-04-23 23:00,2019-04-24 00:00,0,0,0,6.784
2019-04-24 00:00,2019-04-24 01:00,0,0,0,6.480
2019-04-24 01:00,2019-04-24 02:00,0,0,0,6.467
2019-04-24 02:00,2019-04-24 03:00,0,0,0,6.384
2019-04-24 03:00,2019-04-24 04:00,0,0,0,6.251
2019-04-24 04:00,2019-04-24 05:00,0,0,0,6.194
2019-04-24 05:00,2019-04-24 06:00,0.005,0,0.014,6.256
2019-04-24 06:00,2019-04-24 07:00,0.036,0.002,0.050,6.706
2019-04-24 07:00,2019-04-24 08:00,0.101,0.011,0.111,7.818
2019-04-24 08:00,2019-04-24 09:00,0.301,0.140,0.200,9.779
2019-04-24 09:00,2019-04-24 10:00,0.457,0.323,0.204,11.799
2019-04-24 10:00,2019-04-24 11:00,0.538,0.421,0.216,13.660
2019-04-24 11:00,2019-04-24 12:00,0.556,0.431,0.237,15.190
2019-04-24 12:00,2019-04-24 13:00,0.542,0.402,0.250,16.224
2019-04-24 13:00,2019-04-24 14:00,0.477,0.300,0.267,16.716
2019-04-24 14:00,2019-04-24 15:00,0.250,0.054,0.238,16.125
2019-04-24 15:00,2019-04-24 16:00,0.097,0.006,0.115,14.724
2019-04-24 16:00,2019-04-24 17:00,0.064,0.003,0.082,13.371
2019-04-24 17:00,2019-04-24 18:00,0.058,0.004,0.074,11.881
2019-04-24 18:00,2019-04-24 19:00,0.025,0,0.040,10.208
2019-04-24 19:00,2019-04-24 20:00,0,0,0.002,8.753
2019-04-24 20:00,2019-04-24 21:00,0,0,0,8.004
2019-04-24 21:00,2019-04-24 22:00,0,0,0,7.816
2019-04-24 22:00,2019-04-24 23:00,0,0,0,7.639
2019-04-24 23:00,2019-04-25 00:00,0,0,0,7.369
2019-04-25 00:00,2019-04-25 01:00,0,0,0,6.909
2019-04-25 01:00,2019-04-25 02:00,0,0,0,6.502
2019-04-25 02:00,2019-04-25 03:00,0,0,0,6.250
2019-04-25 03:00,2019-04-25 04:00,0,0,0,5.901
2019-04-25 04:00,2019-04-25 05:00,0,0,0,5.775
2019-04-25 05:00,2019-04-25 06:00,0.005,0,0.014,6.066
2019-04-25 06:00,2019-04-25 07:00,0.048,0.003,0.063,6.717
2019-04-25 07:00,2019-04-25 08:00,0.086,0.007,0.100,7.710
2019-04-25 08:00,2019-04-25 09:00,0.140,0.015,0.149,8.903
2019-04-25 09:00,2019-04-25 10:00,0.292,0.084,0.246,10.242
2019-04-25 10:00,2019-04-25 11:00,0.401,0.175,0.283,11.294
2019-04-25 11:00,2019-04-25 12:00,0.369,0.131,0.290,11.710
2019-04-25 12:00,2019-04-25 13:00,0.488,0.282,0.287,12.352
2019-04-25 13:00,2019-04-25 14:00,0.518,0.354,0.254,12.819
2019-04-25 14:00,2019-04-25 15:00,0.402,0.209,0.254,12.714
2019-04-25 15:00,2019-04-25 16:00,0.244,0.064,0.215,12.165
2019-04-25 16:00,2019-04-25 17:00,0.125,0.015,0.135,11.484
2019-04-25 17:00,2019-04-25 18:00,0.076,0.007,0.090,10.802
2019-04-25 18:00,2019-04-25 19:00,0.024,0,0.038,9.755
2019-04-25 19:00,2019-04-25 20:00,0,0,0.002,8.660
2019-04-25 20:00,2019-04-25 21:00,0,0,0,8.058
2019-04-25 21:00,2019-04-25 22:00,0,0,0,7.591
2019-04-25 22:00,2019-04-25 23:00,0,0,0,7.218
2019-04-25 23:00,2019-04-26 00:00,0,0,0,6.853
2019-04-26 00:00,2019-04-26 01:00,0,0,0,6.472
2019-04-26 01:00,2019-04-26 02:00,0,0,0,6.201
2019-04-26 02:00,2019-04-26 03:00,0,0,0,5.921
2019-04-26 03:00,2019-04-26 04:00,0,0,0,5.775
2019-04-26 04:00,2019-04-26 05:00,0,0,0,5.612
2019-04-26 05:00,2019-04-26 06:00,0.006,0,0.015,5.499
2019-04-26 06:00,2019-04-26 07:00,0.035,0.001,0.050,5.815
2019-04-26 07:00,2019-04-26 08:00,0.122,0.014,0.129,6.648
2019-04-26 08:00,2019-04-26 09:00,0.240,0.063,0.207,7.852
2019-04-26 09:00,2019-04-26 10:00,0.353,0.140,0.258,9.287
2019-04-26 10:00,2019-04-26 11:00,0.366,0.125,0.291,10.430
2019-04-26 11:00,2019-04-26 12:00,0.285,0.052,0.272,10.815
2019-04-26 12:00,2019-04-26 13:00,0.254,0.035,0.254,10.802
2019-04-26 13:00,2019-04-26 14:00,0.219,0.025,0.226,10.523
2019-04-26 14:00,2019-04-26 15:00,0.212,0.027,0.216,10.398
2019-04-26 15:00,2019-04-26 16:00,0.207,0.032,0.205,10.437
2019-04-26 16:00,2019-04-26 17:00,0.096,0.007,0.111,9.981
2019-04-26 17:00,2019-04-26 18:00,0.055,0.003,0.071,9.444
2019-04-26 18:00,2019-04-26 19:00,0.024,0,0.038,8.573
2019-04-26 19:00,2019-04-26 20:00,0,0,0.002,7.556
2019-04-26 20:00,2019-04-26 21:00,0,0,0,6.999
2019-04-26 21:00,2019-04-26 22:00,0,0,0,6.848
2019-04-26 22:00,2019-04-26 23:00,0,0,0,6.944
2019-04-26 23:00,2019-04-27 00:00,0,0,0,6.617
2019-04-27 00:00,2019-04-27 01:00,0,0,0,5.850
2019-04-27 01:00,2019-04-27 02:00,0,0,0,5.387
2019-04-27 02:00,2019-04-27 03:00,0,0,0,5.201
2019-04-27 03:00,2019-04-27 04:00,0,0,0,5.112
2019-04-27 04:00,2019-04-27 05:00,0,0,0,5.212
2019-04-27 05:00,2019-04-27 06:00,0,0,0.006,5.455
2019-04-27 06:00,2019-04-27 07:00,0.015,0,0.027,5.810
2019-04-27 07:00,2019-04-27 08:00,0.040,0.001,0.055,6.017
2019-04-27 08:00,2019-04-27 09:00,0.061,0.002,0.077,6.032
2019-04-27 09:00,2019-04-27 10:00,0.096,0.003,0.113,6.123
2019-04-27 10:00,2019-04-27 11:00,0.117,0.004,0.133,6.204
2019-04-27 11:00,2019-04-27 12:00,0.126,0.004,0.143,6.223
2019-04-27 12:00,2019-04-27 13:00,0.143,0.006,0.159,6.245
2019-04-27 13:00,2019-04-27 14:00,0.178,0.010,0.192,6.342
2019-04-27 14:00,2019-04-27 15:00,0.124,0.005,0.140,6.242
2019-04-27 15:00,2019-04-27 16:00,0.091,0.003,0.107,6.100
2019-04-27 16:00,2019-04-27 17:00,0.063,0.002,0.079,6.050
2019-04-27 17:00,2019-04-27 18:00,0.033,0.001,0.048,5.982
2019-04-27 18:00,2019-04-27 19:00,0.007,0,0.016,5.826
2019-04-27 19:00,2019-04-27 20:00,0,0,0.001,5.784
2019-04-27 20:00,2019-04-27 21:00,0,0,0,5.932
2019-04-27 21:00,2019-04-27 22:00,0,0,0,6.073
2019-04-27 22:00,2019-04-27 23:00,0,0,0,6.116
2019-04-27 23:00,2019-04-28 00:00,0,0,0,6.145
2019-04-28 00:00,2019-04-28 01:00,0,0,0,6.184
2019-04-28 01:00,2019-04-28 02:00,0,0,0,6.229
2019-04-28 02:00,2019-04-28 03:00,0,0,0,6.202
2019-04-28 03:00,2019-04-28 04:00,0,0,0,6.079
2019-04-28 04:00,2019-04-28 05:00,0,0,0,6.061
2019-04-28 05:00,2019-04-28 06:00,0.007,0,0.017,6.203
2019-04-28 06:00,2019-04-28 07:00,0.049,0.003,0.063,6.613
2019-04-28 07:00,2019-04-28 08:00,0.168,0.046,0.147,7.438
2019-04-28 08:00,2019-04-28 09:00,0.374,0.254,0.166,8.729
2019-04-28 09:00,2019-04-28 10:00,0.534,0.464,0.154,10.049
2019-04-28 10:00,2019-04-28 11:00,0.651,0.635,0.145,11.155
2019-04-28 11:00,2019-04-28 12:00,0.698,0.702,0.149,12.014
2019-04-28 12:00,2019-04-28 13:00,0.660,0.623,0.177,12.536
2019-04-28 13:00,2019-04-28 14:00,0.543,0.417,0.224,12.681
2019-04-28 14:00,2019-04-28 15:00,0.389,0.200,0.246,12.492
2019-04-28 15:00,2019-04-28 16:00,0.261,0.084,0.215,12.095
2019-04-28 16:00,2019-04-28 17:00,0.157,0.030,0.155,11.554
2019-04-28 17:00,2019-04-28 18:00,0.074,0.007,0.088,10.797
2019-04-28 18:00,2019-04-28 19:00,0.022,0,0.037,9.648
2019-04-28 19:00,2019-04-28 20:00,0,0,0.003,8.068
2019-04-28 20:00,2019-04-28 21:00,0,0,0,7.244
2019-04-28 21:00,2019-04-28 22:00,0,0,0,6.682
2019-04-28 22:00,2019-04-28 23:00,0,0,0,6.064
2019-04-28 23:00,2019-04-29 00:00,0,0,0,5.630
2019-04-29 00:00,2019-04-29 01:00,0,0,0,5.292
2019-04-29 01:00,2019-04-29 02:00,0,0,0,5.193
2019-04-29 02:00,2019-04-29 03:00,0,0,0,5.238
2019-04-29 03:00,2019-04-29 04:00,0,0,0,4.942
2019-04-29 04:00,2019-04-29 05:00,0,0,0,4.778
2019-04-29 05:00,2019-04-29 06:00,0.012,0,0.023,4.971
2019-04-29 06:00,2019-04-29 07:00,0.062,0.006,0.073,5.548
2019-04-29 07:00,2019-04-29 08:00,0.187,0.066,0.147,6.932
2019-04-29 08:00,2019-04-29 09:00,0.361,0.243,0.163,8.746
2019-04-29 09:00,2019-04-29 10:00,0.577,0.553,0.124,10.424
2019-04-29 10:00,2019-04-29 11:00,0.680,0.704,0.120,11.598
2019-04-29 11:00,2019-04-29 12:00,0.708,0.737,0.133,12.413
2019-04-29 12:00,2019-04-29 13:00,0.695,0.708,0.145,12.951
2019-04-29 13:00,2019-04-29 14:00,0.623,0.585,0.166,13.156
2019-04-29 14:00,2019-04-29 15:00,0.483,0.367,0.197,13.017
2019-04-29 15:00,2019-04-29 16:00,0.335,0.183,0.201,12.700
2019-04-29 16:00,2019-04-29 17:00,0.200,0.069,0.163,12.266
2019-04-29 17:00,2019-04-29 18:00,0.117,0.030,0.112,11.758
2019-04-29 18:00,2019-04-29 19:00,0.037,0,0.053,10.664
2019-04-29 19:00,2019-04-29 20:00,0,0,0.005,8.956
2019-04-29 20:00,2019-04-29 21:00,0,0,0,8.134
2019-04-29 21:00,2019-04-29 22:00,0,0,0,7.304
2019-04-29 22:00,2019-04-29 23:00,0,0,0,6.310
2019-04-29 23:00,2019-04-30 00:00,0,0,0,5.780
2019-04-30 00:00,2019-04-30 01:00,0,0,0,5.495
2019-04-30 01:00,2019-04-30 02:00,0,0,0,5.433
2019-04-30 02:00,2019-04-30 03:00,0,0,0,5.439
2019-04-30 03:00,2019-04-30 04:00,0,0,0,5.488
2019-04-30 04:00,2019-04-30 05:00,0,0,0.001,5.416
2019-04-30 05:00,2019-04-30 06:00,0.017,0,0.030,5.791
2019-04-30 06:00,2019-04-30 07:00,0.089,0.016,0.093,6.700
2019-04-30 07:00,2019-04-30 08:00,0.231,0.119,0.142,8.379
2019-04-30 08:00,2019-04-30 09:00,0.426,0.351,0.136,10.700
2019-04-30 09:00,2019-04-30 10:00,0.525,0.456,0.161,12.455
2019-04-30 10:00,2019-04-30 11:00,0.543,0.431,0.211,13.268
2019-04-30 11:00,2019-04-30 12:00,0.527,0.370,0.254,13.796
2019-04-30 12:00,2019-04-30 13:00,0.469,0.265,0.284,14.089
2019-04-30 13:00,2019-04-30 14:00,0.373,0.148,0.284,14.110
2019-04-30 14:00,2019-04-30 15:00,0.294,0.086,0.253,13.976
2019-04-30 15:00,2019-04-30 16:00,0.227,0.053,0.210,13.755
2019-04-30 16:00,2019-04-30 17:00,0.157,0.028,0.157,13.444
2019-04-30 17:00,2019-04-30 18:00,0.084,0.009,0.098,12.880
2019-04-30 18:00,2019-04-30 19:00,0.023,0,0.038,11.752
2019-04-30 19:00,2019-04-30 20:00,0,0,0.003,10.615
2019-04-30 20:00,2019-04-30 21:00,0,0,0,10.275
2019-04-30 21:00,2019-04-30 22:00,0,0,0,9.856
2019-04-30 22:00,2019-04-30 23:00,0,0,0,9.318
2019-04-30 23:00,2019-05-01 00:00,0,0,0,8.819
2019-05-01 00:00,2019-05-01 01:00,0,0,0,8.426
2019-05-01 01:00,2019-05-01 02:00,0,0,0,8.067
2019-05-01 02:00,2019-05-01 03:00,0,0,0,7.857
2019-05-01 03:00,2019-05-01 04:00,0,0,0,7.686
2019-05-01 04:00,2019-05-01 05:00,0,0,0,7.542
2019-05-01 05:00,2019-05-01 06:00,0.012,0,0.024,7.745
2019-05-01 06:00,2019-05-01 07:00,0.070,0.006,0.084,8.777
2019-05-01 07:00,2019-05-01 08:00,0.162,0.035,0.153,10.097
2019-05-01 08:00,2019-05-01 09:00,0.310,0.142,0.211,11.380
2019-05-01 09:00,2019-05-01 10:00,0.413,0.234,0.241,12.182
2019-05-01 10:00,2019-05-01 11:00,0.470,0.272,0.274,12.699
2019-05-01 11:00,2019-05-01 12:00,0.395,0.146,0.309,12.841
2019-05-01 12:00,2019-05-01 13:00,0.275,0.046,0.269,12.627
2019-05-01 13:00,2019-05-01 14:00,0.204,0.021,0.215,12.338
2019-05-01 14:00,2019-05-01 15:00,0.174,0.016,0.188,12.090
2019-05-01 15:00,2019-05-01 16:00,0.161,0.016,0.173,11.858
2019-05-01 16:00,2019-05-01 17:00,0.093,0.006,0.110,11.380
2019-05-01 17:00,2019-05-01 18:00,0.071,0.005,0.087,10.842
2019-05-01 18:00,2019-05-01 19:00,0.031,0,0.047,10.015
2019-05-01 19:00,2019-05-01 20:00,0,0,0.006,8.615
2019-05-01 20:00,2019-05-01 21:00,0,0,0,7.689
2019-05-01 21:00,2019-05-01 22:00,0,0,0,7.054
2019-05-01 22:00,2019-05-01 23:00,0,0,0,6.345
2019-05-01 23:00,2019-05-02 00:00,0,0,0,5.850
2019-05-02 00:00,2019-05-02 01:00,0,0,0,5.175
2019-05-02 01:00,2019-05-02 02:00,0,0,0,5.176
2019-05-02 02:00,2019-05-02 03:00,0,0,0,5.425
2019-05-02 03:00,2019-05-02 04:00,0,0,0,5.723
2019-05-02 04:00,2019-05-02 05:00,0,0,0.001,6.231
2019-05-02 05:00,2019-05-02 06:00,0.014,0,0.026,6.834
2019-05-02 06:00,2019-05-02 07:00,0.066,0.006,0.079,7.573
2019-05-02 07:00,2019-05-02 08:00,0.163,0.038,0.150,8.294
2019-05-02 08:00,2019-05-02 09:00,0.281,0.111,0.205,9.125
2019-05-02 09:00,2019-05-02 10:00,0.382,0.194,0.239,9.879
2019-05-02 10:00,2019-05-02 11:00,0.451,0.253,0.264,10.494
2019-05-02 11:00,2019-05-02 12:00,0.461,0.246,0.284,10.885
2019-05-02 12:00,2019-05-02 13:00,0.463,0.247,0.286,11.040
2019-05-02 13:00,2019-05-02 14:00,0.486,0.301,0.261,11.110
2019-05-02 14:00,2019-05-02 15:00,0.463,0.309,0.224,11.074
2019-05-02 15:00,2019-05-02 16:00,0.409,0.285,0.182,10.985
2019-05-02 16:00,2019-05-02 17:00,0.271,0.149,0.158,10.647
2019-05-02 17:00,2019-05-02 18:00,0.141,0.046,0.120,10.148
2019-05-02 18:00,2019-05-02 19:00,0.036,0,0.052,9.313
2019-05-02 19:00,2019-05-02 20:00,0.001,0,0.007,7.768
2019-05-02 20:00,2019-05-02 21:00,0,0,0,7.157
2019-05-02 21:00,2019-05-02 22:00,0,0,0,7.182
2019-05-02 22:00,2019-05-02 23:00,0,0,0,7.090
2019-05-02 23:00,2019-05-03 00:00,0,0,0,6.882
2019-05-03 00:00,2019-05-03 01:00,0,0,0,6.628
2019-05-03 01:00,2019-05-03 02:00,0,0,0,6.392
2019-05-03 02:00,2019-05-03 03:00,0,0,0,6.124
2019-05-03 03:00,2019-05-03 04:00,0,0,0,5.805
2019-05-03 04:00,2019-05-03 05:00,0,0,0.001,5.516
2019-05-03 05:00,2019-05-03 06:00,0.007,0,0.017,5.712
2019-05-03 06:00,2019-05-03 07:00,0.025,0.001,0.039,6.079
2019-05-03 07:00,2019-05-03 08:00,0.044,0.001,0.060,6.463
2019-05-03 08:00,2019-05-03 09:00,0.096,0.005,0.111,6.980
2019-05-03 09:00,2019-05-03 10:00,0.170,0.014,0.180,7.525
2019-05-03 10:00,2019-05-03 11:00,0.263,0.040,0.255,8.103
2019-05-03 11:00,2019-05-03 12:00,0.316,0.066,0.289,8.714
2019-05-03 12:00,2019-05-03 13:00,0.410,0.145,0.319,9.389
2019-05-03 13:00,2019-05-03 14:00,0.430,0.187,0.302,9.786
2019-05-03 14:00,2019-05-03 15:00,0.409,0.195,0.270,9.859
2019-05-03 15:00,2019-05-03 16:00,0.354,0.168,0.232,9.620
2019-05-03 16:00,2019-05-03 17:00,0.195,0.044,0.179,8.825
2019-05-03 17:00,2019-05-03 18:00,0.094,0.009,0.106,7.911
2019-05-03 18:00,2019-05-03 19:00,0.035,0,0.050,6.977
2019-05-03 19:00,2019-05-03 20:00,0.001,0,0.006,5.720
2019-05-03 20:00,2019-05-03 21:00,0,0,0,4.987
2019-05-03 21:00,2019-05-03 22:00,0,0,0,4.578
2019-05-03 22:00,2019-05-03 23:00,0,0,0,4.243
2019-05-03 23:00,2019-05-04 00:00,0,0,0,3.896
2019-05-04 00:00,2019-05-04 01:00,0,0,0,3.489
2019-05-04 01:00,2019-05-04 02:00,0,0,0,3.104
2019-05-04 02:00,2019-05-04 03:00,0,0,0,2.645
2019-05-04 03:00,2019-05-04 04:00,0,0,0,2.320
2019-05-04 04:00,2019-05-04 05:00,0,0,0.002,1.752
2019-05-04 05:00,2019-05-04 06:00,0.030,0,0.044,2.069
2019-05-04 06:00,2019-05-04 07:00,0.139,0.083,0.075,3.113
2019-05-04 07:00,2019-05-04 08:00,0.318,0.264,0.086,4.422
2019-05-04 08:00,2019-05-04 09:00,0.482,0.440,0.100,5.697
2019-05-04 09:00,2019-05-04 10:00,0.562,0.503,0.140,6.821
2019-05-04 10:00,2019-05-04 11:00,0.531,0.393,0.213,7.528
2019-05-04 11:00,2019-05-04 12:00,0.537,0.372,0.244,8.119
2019-05-04 12:00,2019-05-04 13:00,0.522,0.342,0.256,8.516
2019-05-04 13:00,2019-05-04 14:00,0.471,0.280,0.256,8.635
2019-05-04 14:00,2019-05-04 15:00,0.419,0.237,0.236,8.655
2019-05-04 15:00,2019-05-04 16:00,0.349,0.188,0.204,8.563
2019-05-04 16:00,2019-05-04 17:00,0.238,0.101,0.167,8.259
2019-05-04 17:00,2019-05-04 18:00,0.129,0.034,0.117,7.755
2019-05-04 18:00,2019-05-04 19:00,0.044,0,0.061,6.888
2019-05-04 19:00,2019-05-04 20:00,0.002,0,0.009,5.154
2019-05-04 20:00,2019-05-04 21:00,0,0,0,4.011
2019-05-04 21:00,2019-05-04 22:00,0,0,0,3.333
2019-05-04 22:00,2019-05-04 23:00,0,0,0,2.841
2019-05-04 23:00,2019-05-05 00:00,0,0,0,2.544
2019-05-05 00:00,2019-05-05 01:00,0,0,0,2.401
2019-05-05 01:00,2019-05-05 02:00,0,0,0,2.425
2019-05-05 02:00,2019-05-05 03:00,0,0,0,2.375
2019-05-05 03:00,2019-05-05 04:00,0,0,0,2.549
2019-05-05 04:00,2019-05-05 05:00,0,0,0.003,2.713
2019-05-05 05:00,2019-05-05 06:00,0.030,0,0.045,3.356
2019-05-05 06:00,2019-05-05 07:00,0.131,0.070,0.082,5.049
2019-05-05 07:00,2019-05-05 08:00,0.303,0.242,0.095,6.855
2019-05-05 08:00,2019-05-05 09:00,0.411,0.326,0.136,8.057
2019-05-05 09:00,2019-05-05 10:00,0.469,0.348,0.185,8.650
2019-05-05 10:00,2019-05-05 11:00,0.516,0.379,0.214,9.130
2019-05-05 11:00,2019-05-05 12:00,0.614,0.527,0.196,9.689
2019-05-05 12:00,2019-05-05 13:00,0.610,0.518,0.201,9.860
2019-05-05 13:00,2019-05-05 14:00,0.543,0.417,0.213,9.704
2019-05-05 14:00,2019-05-05 15:00,0.506,0.396,0.186,9.446
2019-05-05 15:00,2019-05-05 16:00,0.452,0.373,0.141,9.131
2019-05-05 16:00,2019-05-05 17:00,0.339,0.273,0.108,8.627
2019-05-05 17:00,2019-05-05 18:00,0.166,0.092,0.099,7.743
2019-05-05 18:00,2019-05-05 19:00,0.046,0,0.062,6.565
2019-05-05 19:00,2019-05-05 20:00,0.003,0,0.011,4.847
