# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 53.479, -2.245 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "53.4794892", "lon": "-2.2451148", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-07-24 02:00,2019-07-24 03:00,0,0,0,16.685
2019-07-24 03:00,2019-07-24 04:00,0,0,0,16.154
2019-07-24 04:00,2019-07-24 05:00,0.003,0,0.011,15.742
2019-07-24 05:00,2019-07-24 06:00,0.044,0,0.064,16.873
2019-07-24 06:00,2019-07-24 07:00,0.129,0.052,0.106,17.739
2019-07-24 07:00,2019-07-24 08:00,0.273,0.204,0.119,18.881
2019-07-24 08:00,2019-07-24 09:00,0.425,0.388,0.123,19.978
2019-07-24 09:00,2019-07-24 10:00,0.506,0.465,0.156,20.857
2019-07-24 10:00,2019-07-24 11:00,0.513,0.420,0.211,21.269
2019-07-24 11:00,2019-07-24 12:00,0.498,0.364,0.248,21.353
2019-07-24 12:00,2019-07-24 13:00,0.537,0.439,0.228,21.567
2019-07-24 13:00,2019-07-24 14:00,0.637,0.671,0.144,22.101
2019-07-24 14:00,2019-07-24 15:00,0.591,0.626,0.122,22.395
2019-07-24 15:00,2019-07-24 16:00,0.446,0.405,0.140,22.213
2019-07-24 16:00,2019-07-24 17:00,0.299,0.218,0.141,21.756
2019-07-24 17:00,2019-07-24 18:00,0.182,0.111,0.111,21.146
2019-07-24 18:00,2019-07-24 19:00,0.067,0.012,0.079,20.199
2019-07-24 19:00,2019-07-24 20:00,0.014,0,0.027,18.441
2019-07-24 20:00,2019-07-24 21:00,0,0,0,17.309
2019-07-24 21:00,2019-07-24 22:00,0,0,0,16.769
2019-07-24 22:00,2019-07-24 23:00,0,0,0,16.177
2019-07-24 23:00,2019-07-25 00:00,0,0,0,15.905
2019-07-25 00:00,2019-07-25 01:00,0,0,0,15.812
2019-07-25 01:00,2019-07-25 02:00,0,0,0,15.716
2019-07-25 02:00,2019-07-25 03:00,0,0,0,15.575
2019-07-25 03:00,2019-07-25 04:00,0,0,0,15.360
2019-07-25 04:00,2019-07-25 05:00,0.003,0,0.011,15.264
2019-07-25 05:00,2019-07-25 06:00,0.044,0,0.064,16.025
2019-07-25 06:00,2019-07-25 07:00,0.140,0.083,0.087,17.448
2019-07-25 07:00,2019-07-25 08:00,0.295,0.252,0.098,19.474
2019-07-25 08:00,2019-07-25 09:00,0.432,0.412,0.113,21.757
2019-07-25 09:00,2019-07-25 10:00,0.548,0.569,0.121,23.462
2019-07-25 10:00,2019-07-25 11:00,0.631,0.694,0.125,24.774
2019-07-25 11:00,2019-07-25 12:00,0.664,0.740,0.138,25.932
2019-07-25 12:00,2019-07-25 13:00,0.540,0.462,0.229,26.547
2019-07-25 13:00,2019-07-25 14:00,0.348,0.147,0.283,26.584
2019-07-25 14:00,2019-07-25 15:00,0.261,0.073,0.249,26.534
2019-07-25 15:00,2019-07-25 16:00,0.271,0.108,0.226,26.739
2019-07-25 16:00,2019-07-25 17:00,0.279,0.180,0.163,26.831
2019-07-25 17:00,2019-07-25 18:00,0.162,0.077,0.126,26.000
2019-07-25 18:00,2019-07-25 19:00,0.063,0.007,0.081,24.519
2019-07-25 19:00,2019-07-25 20:00,0.012,0,0.025,22.599
2019-07-25 20:00,2019-07-25 21:00,0,0,0,21.060
2019-07-25 21:00,2019-07-25 22:00,0,0,0,20.172
2019-07-25 22:00,2019-07-25 23:00,0,0,0,19.396
2019-07-25 23:00,2019-07-26 00:00,0,0,0,18.673
2019-07-26 00:00,2019-07-26 01:00,0,0,0,18.086
2019-07-26 01:00,2019-07-26 02:00,0,0,0,17.467
2019-07-26 02:00,2019-07-26 03:00,0,0,0,16.769
2019-07-26 03:00,2019-07-26 04:00,0,0,0,16.051
2019-07-26 04:00,2019-07-26 05:00,0.004,0,0.013,15.635
2019-07-26 05:00,2019-07-26 06:00,0.046,0,0.065,16.847
2019-07-26 06:00,2019-07-26 07:00,0.136,0.058,0.108,17.659
2019-07-26 07:00,2019-07-26 08:00,0.244,0.133,0.156,18.592
2019-07-26 08:00,2019-07-26 09:00,0.351,0.224,0.193,19.291
2019-07-26 09:00,2019-07-26 10:00,0.444,0.316,0.220,19.929
2019-07-26 10:00,2019-07-26 11:00,0.496,0.356,0.250,20.468
2019-07-26 11:00,2019-07-26 12:00,0.464,0.266,0.297,20.692
2019-07-26 12:00,2019-07-26 13:00,0.337,0.098,0.304,20.301
2019-07-26 13:00,2019-07-26 14:00,0.240,0.038,0.248,19.769
2019-07-26 14:00,2019-07-26 15:00,0.246,0.046,0.247,19.764
2019-07-26 15:00,2019-07-26 16:00,0.246,0.062,0.231,19.877
2019-07-26 16:00,2019-07-26 17:00,0.226,0.074,0.196,19.899
2019-07-26 17:00,2019-07-26 18:00,0.123,0.021,0.132,19.515
2019-07-26 18:00,2019-07-26 19:00,0.045,0.001,0.064,18.740
2019-07-26 19:00,2019-07-26 20:00,0.004,0,0.013,17.564
2019-07-26 20:00,2019-07-26 21:00,0,0,0,16.624
2019-07-26 21:00,2019-07-26 22:00,0,0,0,16.121
2019-07-26 22:00,2019-07-26 23:00,0,0,0,15.740
2019-07-26 23:00,2019-07-27 00:00,0,0,0,15.395
2019-07-27 00:00,2019-07-27 01:00,0,0,0,15.062
2019-07-27 01:00,2019-07-27 02:00,0,0,0,14.748
2019-07-27 02:00,2019-07-27 03:00,0,0,0,14.468
2019-07-27 03:00,2019-07-27 04:00,0,0,0,14.200
2019-07-27 04:00,2019-07-27 05:00,0,0,0.004,14.065
2019-07-27 05:00,2019-07-27 06:00,0.011,0,0.023,14.248
2019-07-27 06:00,2019-07-27 07:00,0.033,0.001,0.050,14.536
2019-07-27 07:00,2019-07-27 08:00,0.060,0.002,0.079,14.818
2019-07-27 08:00,2019-07-27 09:00,0.083,0.003,0.104,15.029
2019-07-27 09:00,2019-07-27 10:00,0.105,0.004,0.126,15.176
2019-07-27 10:00,2019-07-27 11:00,0.134,0.005,0.157,15.343
2019-07-27 11:00,2019-07-27 12:00,0.169,0.009,0.192,15.498
2019-07-27 12:00,2019-07-27 13:00,0.194,0.012,0.216,15.635
2019-07-27 13:00,2019-07-27 14:00,0.197,0.013,0.219,15.673
2019-07-27 14:00,2019-07-27 15:00,0.180,0.012,0.201,15.578
2019-07-27 15:00,2019-07-27 16:00,0.152,0.009,0.173,15.367
2019-07-27 16:00,2019-07-27 17:00,0.105,0.005,0.126,15.018
2019-07-27 17:00,2019-07-27 18:00,0.045,0.001,0.063,14.534
2019-07-27 18:00,2019-07-27 19:00,0.011,0,0.023,14.113
2019-07-27 19:00,2019-07-27 20:00,0,0,0.005,13.903
2019-07-27 20:00,2019-07-27 21:00,0,0,0,13.880
2019-07-27 21:00,2019-07-27 22:00,0,0,0,13.950
2019-07-27 22:00,2019-07-27 23:00,0,0,0,13.986
2019-07-27 23:00,2019-07-28 00:00,0,0,0,13.922
2019-07-28 00:00,2019-07-28 01:00,0,0,0,13.776
2019-07-28 01:00,2019-07-28 02:00,0,0,0,13.628
2019-07-28 02:00,2019-07-28 03:00,0,0,0,13.488
2019-07-28 03:00,2019-07-28 04:00,0,0,0,13.344
2019-07-28 04:00,2019-07-28 05:00,0,0,0.003,13.239
2019-07-28 05:00,2019-07-28 06:00,0.008,0,0.019,13.296
2019-07-28 06:00,2019-07-28 07:00,0.031,0.001,0.047,13.517
2019-07-28 07:00,2019-07-28 08:00,0.061,0.002,0.080,13.873
2019-07-28 08:00,2019-07-28 09:00,0.093,0.003,0.113,14.353
2019-07-28 09:00,2019-07-28 10:00,0.132,0.006,0.153,14.940
2019-07-28 10:00,2019-07-28 11:00,0.172,0.010,0.194,15.568
2019-07-28 11:00,2019-07-28 12:00,0.196,0.013,0.218,16.139
2019-07-28 12:00,2019-07-28 13:00,0.229,0.020,0.249,16.608
2019-07-28 13:00,2019-07-28 14:00,0.264,0.033,0.276,16.983
2019-07-28 14:00,2019-07-28 15:00,0.247,0.031,0.259,16.950
2019-07-28 15:00,2019-07-28 16:00,0.152,0.010,0.173,16.350
2019-07-28 16:00,2019-07-28 17:00,0.094,0.004,0.115,15.524
2019-07-28 17:00,2019-07-28 18:00,0.049,0.001,0.067,14.760
2019-07-28 18:00,2019-07-28 19:00,0.018,0,0.032,14.193
2019-07-28 19:00,2019-07-28 20:00,0.001,0,0.008,13.824
2019-07-28 20:00,2019-07-28 21:00,0,0,0,13.594
2019-07-28 21:00,2019-07-28 22:00,0,0,0,13.465
2019-07-28 22:00,2019-07-28 23:00,0,0,0,13.359
2019-07-28 23:00,2019-07-29 00:00,0,0,0,13.241
2019-07-29 00:00,2019-07-29 01:00,0,0,0,13.102
2019-07-29 01:00,2019-07-29 02:00,0,0,0,12.921
2019-07-29 02:00,2019-07-29 03:00,0,0,0,12.705
2019-07-29 03:00,2019-07-29 04:00,0,0,0,12.483
2019-07-29 04:00,2019-07-29 05:00,0,0,0.004,12.341
2019-07-29 05:00,2019-07-29 06:00,0.026,0,0.042,12.711
2019-07-29 06:00,2019-07-29 07:00,0.121,0.040,0.106,13.539
2019-07-29 07:00,2019-07-29 08:00,0.295,0.244,0.097,14.711
2019-07-29 08:00,2019-07-29 09:00,0.454,0.438,0.099,16.018
2019-07-29 09:00,2019-07-29 10:00,0.580,0.605,0.104,17.183
2019-07-29 10:00,2019-07-29 11:00,0.661,0.718,0.111,18.050
2019-07-29 11:00,2019-07-29 12:00,0.700,0.774,0.118,18.719
2019-07-29 12:00,2019-07-29 13:00,0.705,0.785,0.119,19.271
2019-07-29 13:00,2019-07-29 14:00,0.673,0.740,0.116,19.682
2019-07-29 14:00,2019-07-29 15:00,0.603,0.642,0.110,19.946
2019-07-29 15:00,2019-07-29 16:00,0.494,0.498,0.104,20.082
2019-07-29 16:00,2019-07-29 17:00,0.332,0.287,0.109,20.016
2019-07-29 17:00,2019-07-29 18:00,0.178,0.116,0.100,19.803
2019-07-29 18:00,2019-07-29 19:00,0.060,0.013,0.069,19.053
2019-07-29 19:00,2019-07-29 20:00,0.011,0,0.023,17.146
2019-07-29 20:00,2019-07-29 21:00,0,0,0,15.679
2019-07-29 21:00,2019-07-29 22:00,0,0,0,14.984
2019-07-29 22:00,2019-07-29 23:00,0,0,0,14.526
2019-07-29 23:00,2019-07-30 00:00,0,0,0,13.811
2019-07-30 00:00,2019-07-30 01:00,0,0,0,13.296
2019-07-30 01:00,2019-07-30 02:00,0,0,0,13.000
2019-07-30 02:00,2019-07-30 03:00,0,0,0,12.946
2019-07-30 03:00,2019-07-30 04:00,0,0,0,13.088
2019-07-30 04:00,2019-07-30 05:00,0.001,0,0.007,13.296
2019-07-30 05:00,2019-07-30 06:00,0.032,0,0.049,13.872
2019-07-30 06:00,2019-07-30 07:00,0.084,0.007,0.101,14.553
2019-07-30 07:00,2019-07-30 08:00,0.155,0.026,0.159,15.548
2019-07-30 08:00,2019-07-30 09:00,0.321,0.159,0.217,16.926
2019-07-30 09:00,2019-07-30 10:00,0.520,0.449,0.181,18.328
2019-07-30 10:00,2019-07-30 11:00,0.593,0.546,0.189,19.167
2019-07-30 11:00,2019-07-30 12:00,0.611,0.542,0.220,19.544
2019-07-30 12:00,2019-07-30 13:00,0.468,0.262,0.303,19.394
2019-07-30 13:00,2019-07-30 14:00,0.358,0.120,0.305,19.096
2019-07-30 14:00,2019-07-30 15:00,0.273,0.057,0.266,18.691
2019-07-30 15:00,2019-07-30 16:00,0.131,0.010,0.152,17.892
2019-07-30 16:00,2019-07-30 17:00,0.077,0.004,0.097,17.214
2019-07-30 17:00,2019-07-30 18:00,0.041,0.001,0.058,16.638
2019-07-30 18:00,2019-07-30 19:00,0.014,0,0.027,16.076
2019-07-30 19:00,2019-07-30 20:00,0,0,0.006,15.539
2019-07-30 20:00,2019-07-30 21:00,0,0,0,15.175
2019-07-30 21:00,2019-07-30 22:00,0,0,0,14.927
2019-07-30 22:00,2019-07-30 23:00,0,0,0,14.762
2019-07-30 23:00,2019-07-31 00:00,0,0,0,14.640
2019-07-31 00:00,2019-07-31 01:00,0,0,0,14.538
2019-07-31 01:00,2019-07-31 02:00,0,0,0,14.443
2019-07-31 02:00,2019-07-31 03:00,0,0,0,14.338
2019-07-31 03:00,2019-07-31 04:00,0,0,0,14.217
2019-07-31 04:00,2019-07-31 05:00,0,0,0.003,14.076
2019-07-31 05:00,2019-07-31 06:00,0.016,0,0.029,14.120
2019-07-31 06:00,2019-07-31 07:00,0.066,0.004,0.084,14.502
2019-07-31 07:00,2019-07-31 08:00,0.166,0.033,0.164,15.189
2019-07-31 08:00,2019-07-31 09:00,0.286,0.112,0.221,16.043
2019-07-31 09:00,2019-07-31 10:00,0.396,0.216,0.250,16.918
2019-07-31 10:00,2019-07-31 11:00,0.456,0.267,0.276,17.666
2019-07-31 11:00,2019-07-31 12:00,0.417,0.186,0.310,17.974
2019-07-31 12:00,2019-07-31 13:00,0.325,0.087,0.295,17.799
2019-07-31 13:00,2019-07-31 14:00,0.366,0.127,0.304,17.803
2019-07-31 14:00,2019-07-31 15:00,0.316,0.098,0.273,17.718
2019-07-31 15:00,2019-07-31 16:00,0.256,0.069,0.233,17.573
2019-07-31 16:00,2019-07-31 17:00,0.189,0.042,0.182,17.304
2019-07-31 17:00,2019-07-31 18:00,0.130,0.026,0.133,16.931
2019-07-31 18:00,2019-07-31 19:00,0.059,0.003,0.077,16.343
2019-07-31 19:00,2019-07-31 20:00,0.007,0,0.018,15.452
2019-07-31 20:00,2019-07-31 21:00,0,0,0,14.659
2019-07-31 21:00,2019-07-31 22:00,0,0,0,14.211
2019-07-31 22:00,2019-07-31 23:00,0,0,0,13.764
2019-07-31 23:00,2019-08-01 00:00,0,0,0,13.411
2019-08-01 00:00,2019-08-01 01:00,0,0,0,13.186
2019-08-01 01:00,2019-08-01 02:00,0,0,0,13.023
2019-08-01 02:00,2019-08-01 03:00,0,0,0,12.828
2019-08-01 03:00,2019-08-01 04:00,0,0,0,12.571
2019-08-01 04:00,2019-08-01 05:00,0.001,0,0.007,12.444
2019-08-01 05:00,2019-08-01 06:00,0.036,0,0.053,13.590
2019-08-01 06:00,2019-08-01 07:00,0.130,0.078,0.079,14.740
2019-08-01 07:00,2019-08-01 08:00,0.292,0.250,0.090,16.016
2019-08-01 08:00,2019-08-01 09:00,0.447,0.433,0.098,17.214
2019-08-01 09:00,2019-08-01 10:00,0.565,0.584,0.108,18.188
2019-08-01 10:00,2019-08-01 11:00,0.640,0.683,0.119,18.913
2019-08-01 11:00,2019-08-01 12:00,0.684,0.749,0.124,19.450
2019-08-01 12:00,2019-08-01 13:00,0.675,0.727,0.133,19.776
2019-08-01 13:00,2019-08-01 14:00,0.632,0.657,0.139,19.922
2019-08-01 14:00,2019-08-01 15:00,0.530,0.494,0.156,19.858
2019-08-01 15:00,2019-08-01 16:00,0.368,0.258,0.181,19.493
2019-08-01 16:00,2019-08-01 17:00,0.248,0.134,0.161,19.009
2019-08-01 17:00,2019-08-01 18:00,0.151,0.064,0.119,18.414
2019-08-01 18:00,2019-08-01 19:00,0.056,0.006,0.071,17.535
2019-08-01 19:00,2019-08-01 20:00,0.007,0,0.017,15.866
2019-08-01 20:00,2019-08-01 21:00,0,0,0,14.475
2019-08-01 21:00,2019-08-01 22:00,0,0,0,13.854
2019-08-01 22:00,2019-08-01 23:00,0,0,0,13.267
2019-08-01 23:00,2019-08-02 00:00,0,0,0,12.710
2019-08-02 00:00,2019-08-02 01:00,0,0,0,12.158
2019-08-02 01:00,2019-08-02 02:00,0,0,0,11.642
2019-08-02 02:00,2019-08-02 03:00,0,0,0,11.194
2019-08-02 03:00,2019-08-02 04:00,0,0,0,10.853
2019-08-02 04:00,2019-08-02 05:00,0.001,0,0.007,10.729
2019-08-02 05:00,2019-08-02 06:00,0.033,0,0.049,12.434
2019-08-02 06:00,2019-08-02 07:00,0.130,0.086,0.071,14.099
2019-08-02 07:00,2019-08-02 08:00,0.296,0.262,0.083,15.811
2019-08-02 08:00,2019-08-02 09:00,0.452,0.446,0.092,17.171
2019-08-02 09:00,2019-08-02 10:00,0.574,0.603,0.101,18.242
2019-08-02 10:00,2019-08-02 11:00,0.648,0.705,0.111,19.052
2019-08-02 11:00,2019-08-02 12:00,0.689,0.764,0.117,19.681
2019-08-02 12:00,2019-08-02 13:00,0.676,0.736,0.128,20.103
2019-08-02 13:00,2019-08-02 14:00,0.632,0.666,0.133,20.363
2019-08-02 14:00,2019-08-02 15:00,0.559,0.564,0.129,20.479
2019-08-02 15:00,2019-08-02 16:00,0.460,0.439,0.119,20.466
2019-08-02 16:00,2019-08-02 17:00,0.307,0.243,0.122,20.192
2019-08-02 17:00,2019-08-02 18:00,0.144,0.061,0.115,19.598
2019-08-02 18:00,2019-08-02 19:00,0.052,0.005,0.069,18.774
2019-08-02 19:00,2019-08-02 20:00,0.005,0,0.015,17.105
2019-08-02 20:00,2019-08-02 21:00,0,0,0,15.796
2019-08-02 21:00,2019-08-02 22:00,0,0,0,15.091
2019-08-02 22:00,2019-08-02 23:00,0,0,0,14.517
2019-08-02 23:00,2019-08-03 00:00,0,0,0,13.915
2019-08-03 00:00,2019-08-03 01:00,0,0,0,13.365
2019-08-03 01:00,2019-08-03 02:00,0,0,0,12.887
2019-08-03 02:00,2019-08-03 03:00,0,0,0,12.480
2019-08-03 03:00,2019-08-03 04:00,0,0,0,12.138
2019-08-03 04:00,2019-08-03 05:00,0.001,0,0.006,11.950
2019-08-03 05:00,2019-08-03 06:00,0.039,0,0.056,13.180
2019-08-03 06:00,2019-08-03 07:00,0.118,0.033,0.112,14.249
2019-08-03 07:00,2019-08-03 08:00,0.216,0.091,0.163,15.652
2019-08-03 08:00,2019-08-03 09:00,0.311,0.159,0.206,16.903
2019-08-03 09:00,2019-08-03 10:00,0.437,0.299,0.223,18.188
2019-08-03 10:00,2019-08-03 11:00,0.492,0.346,0.249,19.171
2019-08-03 11:00,2019-08-03 12:00,0.452,0.250,0.295,19.659
2019-08-03 12:00,2019-08-03 13:00,0.365,0.127,0.308,19.738
2019-08-03 13:00,2019-08-03 14:00,0.251,0.043,0.255,19.518
2019-08-03 14:00,2019-08-03 15:00,0.186,0.021,0.202,19.273
2019-08-03 15:00,2019-08-03 16:00,0.148,0.015,0.166,19.068
2019-08-03 16:00,2019-08-03 17:00,0.129,0.014,0.145,18.891
2019-08-03 17:00,2019-08-03 18:00,0.098,0.011,0.113,18.638
2019-08-03 18:00,2019-08-03 19:00,0.042,0.001,0.060,17.873
2019-08-03 19:00,2019-08-03 20:00,0.004,0,0.013,16.419
2019-08-03 20:00,2019-08-03 21:00,0,0,0,15.632
2019-08-03 21:00,2019-08-03 22:00,0,0,0,15.239
2019-08-03 22:00,2019-08-03 23:00,0,0,0,14.833
2019-08-03 23:00,2019-08-04 00:00,0,0,0,14.504
2019-08-04 00:00,2019-08-04 01:00,0,0,0,14.367
2019-08-04 01:00,2019-08-04 02:00,0,0,0,14.238
2019-08-04 02:00,2019-08-04 03:00,0,0,0,14.022
2019-08-04 03:00,2019-08-04 04:00,0,0,0,13.681
2019-08-04 04:00,2019-08-04 05:00,0,0,0.005,13.297
2019-08-04 05:00,2019-08-04 06:00,0.037,0,0.055,14.098
2019-08-04 06:00,2019-08-04 07:00,0.124,0.046,0.105,14.894
2019-08-04 07:00,2019-08-04 08:00,0.242,0.135,0.148,16.222
2019-08-04 08:00,2019-08-04 09:00,0.344,0.214,0.190,17.481
2019-08-04 09:00,2019-08-04 10:00,0.414,0.262,0.231,18.520
2019-08-04 10:00,2019-08-04 11:00,0.452,0.282,0.262,19.373
2019-08-04 11:00,2019-08-04 12:00,0.519,0.372,0.265,20.184
2019-08-04 12:00,2019-08-04 13:00,0.460,0.263,0.295,20.644
2019-08-04 13:00,2019-08-04 14:00,0.333,0.107,0.290,20.639
2019-08-04 14:00,2019-08-04 15:00,0.238,0.044,0.241,20.430
2019-08-04 15:00,2019-08-04 16:00,0.144,0.014,0.163,19.922
2019-08-04 16:00,2019-08-04 17:00,0.085,0.005,0.106,19.261
2019-08-04 17:00,2019-08-04 18:00,0.050,0.002,0.069,18.512
2019-08-04 18:00,2019-08-04 19:00,0.024,0,0.040,17.593
2019-08-04 19:00,2019-08-04 20:00,0.003,0,0.012,16.416
2019-08-04 20:00,2019-08-04 21:00,0,0,0,15.151
2019-08-04 21:00,2019-08-04 22:00,0,0,0,14.266
2019-08-04 22:00,2019-08-04 23:00,0,0,0,13.626
2019-08-04 23:00,2019-08-05 00:00,0,0,0,13.426
2019-08-05 00:00,2019-08-05 01:00,0,0,0,13.397
2019-08-05 01:00,2019-08-05 02:00,0,0,0,13.386
2019-08-05 02:00,2019-08-05 03:00,0,0,0,13.334
2019-08-05 03:00,2019-08-05 04:00,0,0,0,13.330
2019-08-05 04:00,2019-08-05 05:00,0,0,0.004,13.387
2019-08-05 05:00,2019-08-05 06:00,0.031,0,0.048,13.831
2019-08-05 06:00,2019-08-05 07:00,0.115,0.050,0.090,14.592
2019-08-05 07:00,2019-08-05 08:00,0.286,0.244,0.089,15.393
2019-08-05 08:00,2019-08-05 09:00,0.462,0.462,0.086,16.095
2019-08-05 09:00,2019-08-05 10:00,0.592,0.632,0.091,16.825
2019-08-05 10:00,2019-08-05 11:00,0.679,0.756,0.097,17.471
2019-08-05 11:00,2019-08-05 12:00,0.722,0.821,0.102,18.015
2019-08-05 12:00,2019-08-05 13:00,0.713,0.801,0.109,18.390
2019-08-05 13:00,2019-08-05 14:00,0.673,0.738,0.112,18.664
2019-08-05 14:00,2019-08-05 15:00,0.582,0.600,0.117,18.728
2019-08-05 15:00,2019-08-05 16:00,0.450,0.413,0.125,18.536
2019-08-05 16:00,2019-08-05 17:00,0.287,0.208,0.130,18.070
2019-08-05 17:00,2019-08-05 18:00,0.162,0.094,0.101,17.391
2019-08-05 18:00,2019-08-05 19:00,0.051,0.008,0.063,16.324
2019-08-05 19:00,2019-08-05 20:00,0.005,0,0.014,14.484
2019-08-05 20:00,2019-08-05 21:00,0,0,0,13.413
2019-08-05 21:00,2019-08-05 22:00,0,0,0,12.966
2019-08-05 22:00,2019-08-05 23:00,0,0,0,12.517
2019-08-05 23:00,2019-08-06 00:00,0,0,0,11.945
2019-08-06 00:00,2019-08-06 01:00,0,0,0,11.476
2019-08-06 01:00,2019-08-06 02:00,0,0,0,11.240
2019-08-06 02:00,2019-08-06 03:00,0,0,0,11.115
2019-08-06 03:00,2019-08-06 04:00,0,0,0,11.029
2019-08-06 04:00,2019-08-06 05:00,0,0,0.005,11.054
2019-08-06 05:00,2019-08-06 06:00,0.032,0,0.049,11.988
2019-08-06 06:00,2019-08-06 07:00,0.122,0.061,0.087,13.222
2019-08-06 07:00,2019-08-06 08:00,0.259,0.183,0.117,14.693
2019-08-06 08:00,2019-08-06 09:00,0.397,0.324,0.141,15.946
2019-08-06 09:00,2019-08-06 10:00,0.419,0.286,0.209,16.789
2019-08-06 10:00,2019-08-06 11:00,0.345,0.141,0.263,17.188
2019-08-06 11:00,2019-08-06 12:00,0.367,0.152,0.281,17.620
2019-08-06 12:00,2019-08-06 13:00,0.471,0.300,0.265,18.220
2019-08-06 13:00,2019-08-06 14:00,0.558,0.486,0.198,18.753
2019-08-06 14:00,2019-08-06 15:00,0.529,0.482,0.162,18.836
2019-08-06 15:00,2019-08-06 16:00,0.431,0.370,0.146,18.554
2019-08-06 16:00,2019-08-06 17:00,0.306,0.233,0.128,18.025
2019-08-06 17:00,2019-08-06 18:00,0.160,0.085,0.107,17.174
2019-08-06 18:00,2019-08-06 19:00,0.052,0.006,0.066,16.053
2019-08-06 19:00,2019-08-06 20:00,0.004,0,0.012,14.716
2019-08-06 20:00,2019-08-06 21:00,0,0,0,13.931
2019-08-06 21:00,2019-08-06 22:00,0,0,0,13.512
2019-08-06 22:00,2019-08-06 23:00,0,0,0,13.149
2019-08-06 23:00,2019-08-07 00:00,0,0,0,12.822
2019-08-07 00:00,2019-08-07 01:00,0,0,0,12.479
2019-08-07 01:00,2019-08-07 02:00,0,0,0,12.185
2019-08-07 02:00,2019-08-07 03:00,0,0,0,11.963
2019-08-07 03:00,2019-08-07 04:00,0,0,0,11.811
2019-08-07 04:00,2019-08-07 05:00,0,0,0.004,11.694
2019-08-07 05:00,2019-08-07 06:00,0.030,0,0.047,12.259
2019-08-07 06:00,2019-08-07 07:00,0.113,0.049,0.090,13.157
2019-08-07 07:00,2019-08-07 08:00,0.256,0.185,0.111,14.072
2019-08-07 08:00,2019-08-07 09:00,0.413,0.365,0.117,15.059
2019-08-07 09:00,2019-08-07 10:00,0.553,0.550,0.115,15.954
2019-08-07 10:00,2019-08-07 11:00,0.646,0.684,0.117,16.667
2019-08-07 11:00,2019-08-07 12:00,0.685,0.735,0.125,17.053
2019-08-07 12:00,2019-08-07 13:00,0.670,0.702,0.136,17.204
2019-08-07 13:00,2019-08-07 14:00,0.642,0.666,0.132,17.286
2019-08-07 14:00,2019-08-07 15:00,0.578,0.582,0.123,17.211
2019-08-07 15:00,2019-08-07 16:00,0.469,0.443,0.115,16.947
2019-08-07 16:00,2019-08-07 17:00,0.309,0.245,0.116,16.459
2019-08-07 17:00,2019-08-07 18:00,0.164,0.099,0.097,15.826
2019-08-07 18:00,2019-08-07 19:00,0.048,0.007,0.061,14.972
2019-08-07 19:00,2019-08-07 20:00,0.004,0,0.012,13.268
2019-08-07 20:00,2019-08-07 21:00,0,0,0,12.233
2019-08-07 21:00,2019-08-07 22:00,0,0,0,11.992
2019-08-07 22:00,2019-08-07 23:00,0,0,0,11.888
2019-08-07 23:00,2019-08-08 00:00,0,0,0,11.790
2019-08-08 00:00,2019-08-08 01:00,0,0,0,11.593
2019-08-08 01:00,2019-08-08 02:00,0,0,0,11.349
2019-08-08 02:00,2019-08-08 03:00,0,0,0,11.025
2019-08-08 03:00,2019-08-08 04:00,0,0,0,10.686
2019-08-08 04:00,2019-08-08 05:00,0,0,0.003,10.486
2019-08-08 05:00,2019-08-08 06:00,0.030,0,0.046,11.987
2019-08-08 06:00,2019-08-08 07:00,0.114,0.049,0.091,13.725
2019-08-08 07:00,2019-08-08 08:00,0.251,0.175,0.116,14.850
2019-08-08 08:00,2019-08-08 09:00,0.418,0.375,0.116,15.984
2019-08-08 09:00,2019-08-08 10:00,0.564,0.573,0.113,17.052
2019-08-08 10:00,2019-08-08 11:00,0.618,0.631,0.133,17.832
2019-08-08 11:00,2019-08-08 12:00,0.672,0.714,0.134,18.480
2019-08-08 12:00,2019-08-08 13:00,0.684,0.739,0.130,18.953
2019-08-08 13:00,2019-08-08 14:00,0.646,0.683,0.131,19.314
2019-08-08 14:00,2019-08-08 15:00,0.546,0.529,0.142,19.500
2019-08-08 15:00,2019-08-08 16:00,0.421,0.357,0.148,19.570
2019-08-08 16:00,2019-08-08 17:00,0.247,0.138,0.156,19.331
2019-08-08 17:00,2019-08-08 18:00,0.109,0.025,0.112,18.781
2019-08-08 18:00,2019-08-08 19:00,0.032,0.001,0.049,17.628
2019-08-08 19:00,2019-08-08 20:00,0.002,0,0.009,16.112
2019-08-08 20:00,2019-08-08 21:00,0,0,0,15.714
2019-08-08 21:00,2019-08-08 22:00,0,0,0,15.405
